LIBID,LIBNAME,C_LEGBAS,C_ADMIN,C_FSCS,GEOCODE,POPU_LSA,POPU_UND,CENTLIB,BRANLIB,LIBRARIA,OTHPAID,TOTSTAFF,LOCGVT,STGVT,FEDGVT,OTHINCM,TOTINCM,SALARIES,BENEFIT,STAFFEXP,PRMATEXP,ELMATEXP,OTHMATEX,TOTEXPCO,OTHOPEXP,TOTOPEXP,CAPITAL,BKVOL,EBOOK,AUDIO_PH,AUDIO_DL,VIDEO_PH,VIDEO_DL,HRS_OPEN,VISITS,REGBOR,TOTCIR,KIDCIRCL,ELMATCIR,PHYSCIR,LOANTO,LOANFM,TOTPRO,KIDPRO,YAPRO,TOTATTEN,KIDATTEN,YAATTEN,GPTERMS,PITUSR,WIFISESS,WEBVISIT
411,WHITESBORO PUBLIC LIBRARY,CI,SO,Y,CO2,6198,6170,1,0,3,0.8,3.8,262372,0,0,47785,310157,146877,55205,202082,18599,5001,5830,29430,71125,302637,5678,39978,23666,2089,0,1208,0,2483,65040,15576,70402,14033,948,69454,10,28,313,258,46,5954,4001,1893,18,7488,1023,4322
412,WHITEWRIGHT PUBLIC LIBRARY,CI,SO,Y,CO2,2584,2572,1,0,1.5,0,1.5,73519,0,0,9631,83150,-9,-9,-9,3650,1000,547,5197,-9,70366,0,12560,26540,903,5278,2383,178,1746,9702,2474,24371,8047,5857,18514,46,70,90,56,29,1439,1177,230,5,2168,0,1817
413,WICHITA FALLS PUBLIC LIBRARY,CI,SO,Y,CI1,104576,104102,1,0,9,10,19,1573200,0,15282,26712,1615194,643786,282719,926505,172887,100607,65877,339371,283117,1548993,0,140544,428694,7736,357415,3414,38305,2882,152890,51611,366800,105785,41902,324898,1857,349,373,295,25,16308,14708,341,32,24489,103188,158623
415,WINTERS PUBLIC LIBRARY,NP,SO,Y,CO2,4932,4910,1,0,0.65,0,0.65,10060,0,0,11854,21914,-9,-9,-9,1282,0,0,1282,-9,23062,0,9282,0,313,0,116,0,1306,8000,2345,2093,843,0,2093,0,15,75,35,15,614,144,220,7,1200,0,0
416,WOLFE CITY PUBLIC LIBRARY,NP,SO,Y,CO2,3387,3372,1,0,0.76,0,0.76,15000,0,162,16287,31449,-9,-9,-9,1380,0,0,1380,-9,36670,0,16896,0,235,0,527,0,1643,4109,3229,4039,1676,0,4039,16,0,68,59,9,709,637,72,10,868,0,0
418,RITA & TRUETT SMITH PUBLIC LIBRARY,CI,SO,Y,CO2,58106,57843,1,0,10,16.13,26.13,1994303,0,10000,5779,2010082,1209126,426317,1635443,143163,48497,66087,257747,116892,2010082,0,100928,26744,5001,4817,11646,193,2771,253109,48544,580470,386856,37337,543133,748,1432,705,545,35,33024,29259,742,49,21708,0,0
419,CARL & MARY WELHAUSEN LIBRARY,CI,SO,Y,CI1,5944,5917,1,0,1,1.43,2.43,149510,295,0,36445,186250,86006,22255,108261,12711,1000,2354,16065,54815,179141,108359,11413,19745,628,2817,2010,109,2253,20358,3007,18081,4894,717,17364,0,13,107,47,19,3240,2412,141,10,2266,2466,0
42,BOWIE PUBLIC LIBRARY,CI,SO,Y,CI1,10945,10895,1,0,1,3,4,222961,0,0,9757,232718,117919,43989,161908,10418,1267,3281,14966,55845,232719,0,23995,9287,938,479,2540,0,2216,53841,6242,48258,6651,12882,35376,29,43,290,131,102,5533,3605,946,13,3450,16415,0
420,YORKTOWN PUBLIC LIBRARY,CI,SO,Y,CI1,2073,2064,1,0,0.68,0.5,1.18,46282,0,0,9757,56039,-9,-9,-9,4489,2730,120,7339,-9,53616,0,21957,20073,371,2894,2325,109,1312,11374,773,11088,5788,149,10939,0,0,102,71,0,2487,2300,0,8,1993,0,0
422,BALCH SPRINGS LIBRARY - LEARNING CENTER,CI,SO,Y,CI1,25351,25236,1,0,4,3.13,7.13,414540,0,0,1925,416465,237930,81506,319436,25688,3600,8491,37779,77801,435016,0,26200,22782,700,5251,2676,229,2431,69183,20718,37048,25523,1563,35485,20,53,515,262,19,10904,8884,174,26,16670,7768,24226
424,BUDA PUBLIC LIBRARY,CI,SO,Y,CO2,20580,20487,1,0,3,7.18,10.18,595515,412,51766,37757,685450,416350,156928,573278,30132,13535,5276,48943,63228,685449,138565,39616,17325,3483,10600,1725,126,2686,119482,11785,225918,133712,14657,211261,66,242,604,432,43,19661,18072,416,26,13372,26032,50301
425,BUNA PUBLIC LIBRARY,NP,SO,Y,CO2,9566,9523,1,0,0.98,0,0.98,13100,0,0,24350,37450,-9,-9,-9,10658,0,0,10658,-9,42800,0,22343,0,611,0,1665,0,1702,24270,4317,8740,997,0,8740,0,0,24,24,0,712,712,0,6,1441,0,0
430,PFLUGERVILLE PUBLIC LIBRARY,CI,SO,Y,CI1,64431,64139,1,0,7,13.5,20.5,1542326,0,0,8664,1550990,770394,209525,979919,133928,139791,37500,311219,253688,1544826,0,61001,27850,7168,8473,9675,2759,3120,206734,27344,540709,183877,209099,331610,40,843,1888,884,148,42114,32076,1694,44,30201,0,182952
432,OLGA V FIGUEROA ZAPATA COUNTY PUBLIC LIBRARY,CO,SO,Y,CO1,14190,14126,1,0,2,1.5,3.5,124832,0,0,1111,125943,73741,32024,105765,7844,0,0,7844,16115,129724,0,37916,0,950,0,30,0,2151,23340,12643,37825,6236,0,37825,0,0,26,26,0,1527,1527,0,30,6136,0,0
433,ZULA B WYLIE PUBLIC LIBRARY IN CEDAR HILL,CI,SO,Y,CI1,48463,48243,1,0,13.44,0,13.44,945370,0,0,0,945370,494818,159789,654607,32834,33711,40858,107403,183360,945370,0,53164,3276,3161,177,7733,90,2824,120754,52760,218983,96793,10602,208381,34,49,668,368,50,25437,20929,573,30,28491,4763,57572
434,COZBY LIBRARY AND COMMUNITY COMMONS,CI,SO,Y,CI1,41818,41628,1,0,9.5,12,21.5,2006478,0,0,22336,2028814,1049438,454845,1504283,165605,36454,37495,239554,262641,2006478,0,71868,144560,3213,22440,6549,0,3489,297566,28361,587778,349214,66871,520907,173,3082,590,394,50,19618,12699,1194,20,17542,172877,75261
435,DESOTO PUBLIC LIBRARY,CI,SO,Y,CI1,53523,53280,1,0,5,6.5,11.5,1351084,0,0,10400,1361484,707646,229724,937370,62112,18250,12940,93302,330812,1361484,0,46194,2250,3590,430,15945,0,3445,200076,14345,406523,236868,13905,392618,24,151,495,264,110,24507,10142,8842,48,84173,0,32740
436,HIGGINS PUBLIC LIBRARY,CI,SO,Y,CO2,814,810,1,0,0.53,0.53,1.06,15097,0,0,2842,17939,-9,-9,-9,2065,0,0,2065,-9,14697,0,12281,5680,303,1416,777,0,1029,3648,404,2148,540,56,2092,26,9,20,4,0,192,73,0,2,267,0,8439
437,HUTCHINS-ATWELL PUBLIC LIBRARY,CI,SO,Y,CI1,5729,5703,1,0,1,1,2,142038,0,0,950,142988,-9,-9,-9,3401,0,0,3401,-9,139757,0,25575,0,265,0,833,0,2340,11700,1190,10796,3575,0,10796,0,0,7,7,0,35,35,0,8,11775,0,0
438,IDALOU COMMUNITY LIBRARY,CI,SO,Y,CO2,2582,2570,1,0,0.71,0,0.71,28910,0,0,0,28910,-9,-9,-9,7034,0,269,7303,-9,50548,3449,14313,0,195,0,0,0,1345,11037,1855,1647,510,0,1647,106,0,6,1,0,91,75,0,10,3580,0,-1
44,MCCULLOCH COUNTY LIBRARY,CO,SO,Y,CO1,7987,7951,1,0,3.5,0.45,3.95,225000,0,2418,14406,241824,102253,40945,143198,7286,1860,1032,10178,39818,193194,1370970,14885,25419,705,11503,860,6,1984,19516,6702,24132,4350,2079,22053,38,82,331,134,108,3046,1200,630,10,2376,3275,0
440,LAKE TRAVIS COMMUNITY LIBRARY,LD,MO,Y,SD2,33642,33490,1,0,4,3.53,7.53,1197696,0,85451,73931,1357078,427786,88245,516031,64197,49828,28053,142078,223088,881197,0,41812,21583,3359,5347,6578,143,3648,205371,26298,437815,164874,39457,398358,42,1227,1407,783,14,25448,19406,329,23,11000,0,284229
441,LANCASTER VETERANS MEMORIAL LIBRARY,CI,MO,Y,CI1,39477,39298,1,0,3,5,8,528007,0,0,29958,557965,259275,58528,317803,43259,3464,1906,48629,54431,420863,0,92708,970,1520,4290,4427,0,2900,71808,41312,44625,20545,7167,37458,0,47,509,191,32,3266,2377,260,41,21179,0,0
443,ROWLETT PUBLIC LIBRARY,CI,SO,Y,CI1,66285,65985,1,0,5.5,9.13,14.63,1470901,0,0,7559,1478460,691922,228134,920056,68313,80427,28824,177564,286193,1383813,62541,58936,32740,3791,12864,14483,2683,3043,155559,13829,407363,200527,44889,362474,335,913,1177,594,36,19144,16210,760,13,16501,21098,52308
444,SACHSE PUBLIC LIBRARY,CI,SO,Y,CI1,26122,26004,1,0,2,3.5,5.5,454235,0,8481,2575,465291,219257,87209,306466,54748,20000,7635,82383,76442,465291,0,37124,2498,933,953,5114,0,2182,69545,9472,130644,74288,15420,115224,1077,471,237,196,6,13457,12970,66,10,5828,0,0
445,SEAGOVILLE PUBLIC LIBRARY,CI,SO,Y,CI1,16878,16801,1,0,1,2,3,225113,0,0,0,225113,153825,47410,201235,10502,3000,601,14103,9775,225113,0,26773,27260,264,5417,1441,209,2044,15414,3132,35390,9516,1714,33676,37,48,57,52,5,691,669,22,12,5779,0,0
447,SLATON CITY LIBRARY,CI,SO,Y,CI1,6621,6591,1,0,0.91,0.35,1.26,61238,0,0,402,61640,-9,-9,-9,3540,0,0,3540,-9,60476,0,10434,0,174,0,656,0,1880,8962,2941,2234,334,0,2234,0,55,12,7,0,190,146,0,6,1908,0,0
448,SPRINGTOWN PUBLIC LIBRARY,CI,SO,Y,CO2,10087,10041,1,0,0.85,1.7,2.55,114607,0,0,3988,118595,75749,15586,91335,6626,2000,0,8626,14646,114607,0,16352,15855,587,6815,1316,0,1927,13855,6221,21882,5911,3573,18309,1318,1963,44,44,0,1053,1053,0,7,2300,0,7012
449,DORIS PADGETT LIBRARY,CI,SO,Y,CI1,6678,6648,1,0,2,0.8,2.8,205233,0,621,0,205854,110796,47183,157979,19733,1500,2686,23919,23335,205233,3290,43361,26490,217,5226,2565,178,2250,11115,6602,34509,22144,1754,32755,80,121,53,36,0,374,338,0,6,1775,0,0
450,TAWAKONI AREA PUBLIC LIBRARY,NP,SO,Y,CO2,4471,4451,1,0,0.55,0.8,1.35,12380,0,0,21593,33973,-9,-9,-9,469,0,0,469,-9,28031,0,25938,0,289,0,1160,0,1204,6944,2415,11795,1959,0,11795,0,0,9,8,0,176,156,0,8,1446,0,0
451,WATAUGA PUBLIC LIBRARY,CI,SO,Y,CI1,24555,24444,1,0,5,8.35,13.35,990732,0,0,1197,991929,539420,217919,757339,91375,30747,34473,156595,77995,991929,0,80116,16002,7621,14167,17840,0,2167,112925,18843,295018,188369,6604,288414,34618,25223,1848,663,35,38637,26814,219,30,13371,0,26674
452,WESTBANK COMMUNITY LIBRARY DISTRICT,LD,MO,Y,OTH,30846,30706,1,1,18.79,4.05,22.84,2767243,0,0,149363,2916606,1184969,359282,1544251,136556,181234,33290,351080,446186,2341517,6650,71605,9376,5845,2491,12221,1378,5400,261582,25265,456963,198463,76906,380057,392,679,1339,644,18,36098,27107,46,21,12821,108682,153687
453,GILLIAM MEMORIAL PUBLIC LIBRARY,CI,SO,Y,CI1,4766,4744,1,0,1,1,2,129366,0,0,0,129366,-9,-9,-9,3282,1500,618,5400,-9,129366,0,16160,26492,78,5257,805,178,2253,5637,1622,1500,719,20,1480,0,13,37,15,2,323,257,9,9,4053,0,0
454,GILBREATH MEMORIAL LIBRARY,CI,SO,Y,CO2,9661,9617,1,0,1,1.54,2.54,229633,0,0,5742,235375,96939,48148,145087,16694,2221,3051,21966,72390,239443,5664,36024,21476,1009,3482,2953,2984,2000,42081,8702,24174,11031,1280,22894,1467,655,211,73,0,1183,937,0,20,8061,0,-1
455,HEWITT PUBLIC LIBRARY,CI,SO,Y,CO2,22993,22889,1,0,7,4.5,11.5,729233,0,0,38724,767957,438199,120373,558572,45028,12120,15782,72930,92731,724233,0,68951,40111,1796,1596,2391,0,3224,438644,16284,556024,224514,163221,392803,428,5621,449,295,62,54975,41873,2418,32,51468,0,0
456,LEONARD PUBLIC LIBRARY,CI,SO,Y,CI1,2057,2048,1,0,0.7,0.5,1.2,39065,0,0,2776,41841,-9,-9,-9,2470,0,0,2470,-9,41535,0,17286,0,366,0,775,0,1440,4144,4373,17286,6563,0,17286,0,0,4,4,0,439,439,0,7,699,0,0
459,UNIVERSAL CITY PUBLIC LIBRARY,CI,SO,Y,CI1,20773,20679,1,0,2,1.63,3.63,337468,0,0,0,337468,163358,50058,213416,17497,4456,5098,27051,96621,337088,0,21929,11769,825,2464,2325,269,2080,34067,15607,37314,15481,2295,35019,11,395,386,223,21,7268,5325,283,22,8285,0,33847
46,"NANCY CAROL ROBERTS MEMORIAL LIBRARY",CI,SO,Y,CO1,17198,17120,1,0,2,5,7,545968,250,0,31000,577218,246667,91552,338219,43661,16498,11135,71294,167705,577218,0,42743,19382,1477,4880,3027,142,2578,104203,29466,102786,36181,9912,92874,2,162,637,223,146,12338,7651,2012,28,18439,0,10350
460,BOOKER SCHOOL/PUBLIC LIBRARY,CI,SO,Y,CO2,2541,2529,1,0,0.38,1.05,1.43,68371,0,0,8316,76687,-9,-9,-9,790,2500,0,3290,-9,64358,0,23751,5544,271,1389,196,0,2040,11325,1101,25040,19753,770,24270,0,0,63,56,6,897,825,62,4,285,0,0
462,ALVORD PUBLIC LIBRARY,CI,SO,Y,CO2,5369,5345,1,0,0.63,0,0.63,47752,0,0,499,48251,-9,-9,-9,4129,1020,1226,6375,-9,33260,0,7810,8668,479,445,1350,0,1375,1918,2529,2869,1067,312,2557,0,0,33,31,0,665,659,0,5,493,0,1349
463,OLDHAM COUNTY PUBLIC LIBRARY,CO,SO,Y,CO1,2131,2121,1,0,0.55,0,0.55,19000,0,0,300,19300,-9,-9,-9,3925,0,250,4175,-9,24782,0,11942,5544,311,1389,6,0,1098,2518,780,5089,3840,3604,1485,7,0,16,6,0,160,85,0,2,66,0,231
465,SANGER PUBLIC LIBRARY,CI,SO,Y,CO2,11446,11394,1,0,2,2.45,4.45,284402,0,0,0,284402,190977,51053,242030,10121,4881,990,15992,35755,293777,0,18753,9084,1188,477,1985,14,2130,35148,4481,30171,14782,1559,28612,1702,2426,264,94,29,3433,2292,182,6,3100,0,0
466,CHARLOTTE PUBLIC LIBRARY,CI,SO,Y,CO2,4055,4037,1,0,1,0,1,54900,0,0,33390,88290,-9,-9,-9,15785,0,0,15785,-9,92544,750,32363,0,210,0,1345,0,2080,3293,1064,1973,1469,0,1973,0,0,294,291,0,794,794,0,5,743,0,0
467,DRIPPING SPRINGS COMMUNITY LIBRARY,LD,SO,Y,SD2,40472,40289,1,0,2,9.43,11.43,1082290,0,0,46386,1128676,403185,11553,414738,41934,69808,3177,114919,176904,706561,32643,44140,21432,2175,12766,2927,90,2903,91655,11106,173785,78058,17719,156066,171,351,663,247,38,10910,6765,288,24,6956,22756,44556
47,BRIDGEPORT PUBLIC LIBRARY,CC,SO,Y,CO2,23355,23249,1,0,1,3.45,4.45,254002,0,0,2400,256402,103527,83257,186784,10184,3000,3173,16357,52676,255817,0,35401,15855,1420,6815,1210,0,2312,43959,8019,33497,13750,1887,31610,1057,647,334,308,0,5245,4934,0,10,5518,0,0
472,FOARD COUNTY LIBRARY,CO,SO,Y,CO1,1200,1195,1,0,0.63,0,0.63,35242,0,0,0,35242,-9,-9,-9,3500,0,0,3500,-9,35242,0,13950,0,155,0,1805,0,1250,9450,1050,15980,3920,0,15980,0,0,2,2,0,110,110,0,8,4350,0,0
474,AUBREY AREA LIBRARY,CI,SO,Y,CO2,18733,18648,1,0,1,1.73,2.73,215250,0,1940,37137,254327,130152,27923,158075,18226,5099,2208,25533,51473,235081,43264,19437,15855,607,6815,1523,0,1597,25677,5209,50703,32778,6418,44285,1771,882,461,185,11,7521,3352,150,9,2113,0,0
475,WEST PUBLIC LIBRARY,NP,SO,Y,CO2,4476,4456,1,0,0.5,0,0.5,7500,0,924,28071,36495,-9,-9,-9,9532,0,0,9532,-9,29427,0,31584,0,96,0,774,0,1002,17460,3577,8749,1322,0,8749,60,154,99,8,9,1177,410,72,8,1742,0,0
476,KRUM PUBLIC LIBRARY,CI,SO,Y,CO2,6686,6656,1,0,1,1.98,2.98,232934,4302,1674,32712,271622,82167,15254,97421,8409,1078,1893,11380,111723,220524,0,14341,0,437,0,1942,0,2011,16169,3823,27220,15943,0,27220,209,97,225,126,49,3424,1940,675,6,2032,0,6741
477,TEXLINE PUBLIC LIBRARY,CI,SO,N,CO2,37,37,1,0,0,0,0,800,0,0,115,915,-9,-9,-9,538,0,0,538,-9,538,0,2027,0,0,0,0,0,2048,175,45,506,414,0,506,0,0,6,6,0,124,122,0,1,25,0,0
478,MAMMEN FAMILY PUBLIC LIBRARY,LD,SO,Y,OTH,33156,33006,1,0,3.63,11.84,15.47,1960858,0,71755,29364,2061977,475000,217976,692976,56487,16201,52482,125170,730105,1548251,6215139,48219,7125,4326,10558,8550,695,3164,138355,14225,281206,120428,30800,250406,55,1106,1367,411,67,17064,9121,178,20,21322,10431,76348
479,COLDSPRING AREA PUBLIC LIBRARY INC,NP,SO,Y,CI1,937,933,1,0,0.8,0.5,1.3,15000,0,0,39340,54340,-9,-9,-9,1936,1500,798,4234,-9,54156,0,12590,772,598,118,1036,0,1642,8549,5724,5005,1273,631,4374,1,1,7,6,0,122,110,0,8,1184,210,19590
48,KENDRICK MEMORIAL LIBRARY,CO,SO,Y,CO1,12287,12231,1,0,1,2.28,3.28,200126,0,216,5080,205422,117358,57239,174597,13356,3000,1009,17365,8164,200126,0,38883,16445,1249,1749,1136,15,1999,12423,3860,15978,2937,2070,13908,42,8,47,43,0,900,817,0,4,3109,416,0
480,WHITEHOUSE COMMUNITY LIBRARY,NP,SO,Y,CI1,8799,8759,1,0,0.95,0.78,1.73,48000,0,2596,19203,69799,-9,-9,-9,7557,1500,1500,10557,-9,69256,0,25697,20234,539,5194,1931,225,1506,12818,4213,34246,15349,4664,29582,246,532,195,157,4,2656,2279,32,8,1767,1200,5448
481,FLOWER MOUND PUBLIC LIBRARY,CI,SO,Y,CI1,77329,76979,1,0,9,12,21,1722679,0,0,11019,1733698,1006578,311671,1318249,159310,113609,18297,291216,113214,1722679,11529210,77629,18542,4305,26065,8309,71,3204,175584,35136,429181,234740,81682,347499,245,547,550,400,46,20400,16916,829,15,10319,0,95386
482,GOLIAD COUNTY LIBRARY,CO,SO,Y,CO1,7584,7550,1,0,1,1.4,2.4,131773,0,0,67883,199656,77755,26853,104608,9796,1000,1500,12296,18372,135276,0,20471,19692,113,2779,1583,109,1915,16701,6330,16920,3966,1534,15386,44,64,57,40,8,2159,1574,335,7,826,0,0
485,FOREST HILL PUBLIC LIBRARY,LD,SO,Y,CI1,12959,12900,1,0,1,2.1,3.1,471608,0,0,5665,477273,84150,13410,97560,9000,0,5000,14000,136410,247970,0,15523,0,932,0,4563,0,1640,36849,7883,5772,1136,0,5772,0,0,60,45,10,685,517,66,22,8829,0,0
486,EVERMAN PUBLIC LIBRARY,CI,SO,N,CI1,6315,6286,1,0,1.11,2.93,4.04,135828,0,0,0,135828,94126,29261,123387,12532,0,0,12532,21325,157244,6364,52835,0,1609,0,3255,0,1750,26211,17398,27087,9701,0,27087,177,0,202,6,3,750,575,102,11,5348,0,-1
488,SALADO PUBLIC LIBRARY DISTRICT,LD,SO,Y,SD1,8343,8305,1,0,2.6,1.9,4.5,391129,0,0,11677,402806,223304,4358,227662,29972,6334,8297,44603,95129,367394,0,22525,19280,1833,4625,4004,90,2524,51099,3500,49854,20069,4237,45617,89,63,350,216,29,4142,3000,112,24,4009,0,7695
489,LAKE WHITNEY LIBRARY,CI,SO,Y,CI1,2177,2167,1,0,1,1,2,132350,0,0,5226,137576,-9,-9,-9,8750,345,465,9560,-9,129554,0,25125,395,795,1,895,1,1768,25299,10151,28195,5625,329,27866,5,15,327,230,11,3556,1659,38,25,5785,0,11920
49,BROWNSVILLE PUBLIC LIBRARY,CI,MO,Y,CO2,259659,258482,1,1,9,51,60,4413143,0,0,0,4413143,1839006,711254,2550260,409550,361469,180531,951550,860165,4361975,0,254845,28215,3960,14994,27672,0,5820,902303,213390,361677,76607,39029,322648,239,857,805,694,75,41160,37633,3150,289,150324,705692,280382
490,CITY OF WOLFFORTH LIBRARY,CI,SO,Y,CO2,5847,5820,1,0,2,1.4,3.4,240763,6000,0,34086,280849,98094,34049,132143,15381,2074,3239,20694,128012,280849,13650,17722,16924,1340,1754,1256,15,2939,27112,8082,66783,20156,42889,23894,0,0,214,144,30,4502,3594,284,19,4606,0,0
492,GUTHRIE CSD & KING COUNTY CONSOLIDATED LIBRARY,CO,SO,Y,CO1,277,276,1,0,1,1,2,70091,0,0,50,70141,-9,-9,-9,6517,1589,565,8671,-9,74169,0,20455,17949,575,1605,2913,15,2024,25567,272,17560,12836,200,17360,0,59,141,134,5,2567,2417,141,4,3565,0,0
5,ALICIA SALINAS PUBLIC LIBRARY,CI,MO,Y,CO1,39915,39734,1,2,2,4.56,6.56,515691,0,0,0,515691,290550,68097,358647,71515,0,0,71515,284930,715092,0,45711,187,1843,0,1803,0,4848,22574,14571,42672,38759,0,42672,45,768,115,54,1,1131,1047,1,15,5154,0,0
50,BROWNWOOD PUBLIC LIBRARY,NP,MO,Y,CO1,37924,37752,1,1,1,6.8,7.8,269802,0,1028,74939,345769,192120,16214,208334,15330,4821,1283,21434,100558,330326,0,45680,7275,1704,1923,1565,27,4520,66044,9751,85556,30955,7705,77851,76,95,168,131,0,5083,4792,0,23,17109,1301,0
51,BRYAN+COLLEGE STATION PUBLIC LIBRARY SYSTEM,CI,MO,Y,CO2,201663,200749,1,3,17,20,37,2627119,0,0,61000,2688119,1543252,618004,2161256,131214,96053,27394,254661,150202,2566119,0,169155,9289,7028,6649,10030,0,10000,217918,47377,480221,277501,49154,431067,661,699,2013,168,15,31814,18947,354,49,31428,0,143886
52,BUFFALO PUBLIC LIBRARY,CI,SO,Y,CI1,1895,1886,1,0,1,0.43,1.43,80995,0,0,0,80995,-9,-9,-9,3585,0,0,3585,-9,80995,0,28319,0,168,0,270,0,1544,2850,2947,1640,511,0,1640,0,0,5,2,1,153,60,15,11,1130,0,0
54,BURKBURNETT LIBRARY,CI,SO,Y,CI1,11250,11199,1,0,2,1.24,3.24,165059,0,171,0,165230,74357,30152,104509,17288,3000,3803,24091,36459,165059,0,23922,6540,1519,0,1795,0,2028,33736,11006,71863,20611,18732,53131,20,143,772,427,71,11857,7244,512,10,4857,662,1956
55,BURLESON PUBLIC LIBRARY,CI,SO,Y,CI1,47282,47068,1,0,4,6.68,10.68,1332984,0,522,37482,1370988,507628,175891,683519,62048,84858,19276,166182,456517,1306218,0,45315,20987,2853,15448,4698,762,2744,129068,26576,324062,143098,43456,280606,61042,31242,1103,394,233,18915,11494,1549,22,15847,7632,90601
56,BURNET COUNTY LIBRARY SYSTEM,CO,MO,Y,CO1,41102,40916,1,4,5,10.01,15.01,913480,0,0,257935,1171415,602476,225824,828300,82379,37104,39541,159024,160920,1148244,9101,80716,1840,11021,37746,9245,0,8573,147914,10966,241913,82697,20573,221340,0,77,449,339,9,14237,10505,100,34,14176,9997,27863
57,HARRIE P WOODSON MEMORIAL LIBRARY,CI,SO,Y,CI1,4397,4377,1,0,1,1.6,2.6,126655,0,0,1940,128595,62091,37067,99158,2890,0,0,2890,24607,126655,0,19543,0,192,0,2053,0,2232,11832,1433,10594,4605,0,10594,2,5,8,7,1,444,269,175,7,3565,594,0
58,CAMERON PUBLIC LIBRARY,CI,SO,Y,CO2,5529,5504,1,0,2.05,0,2.05,72340,0,0,8334,80674,40326,5708,46034,7995,0,0,7995,22112,76141,0,19440,0,136,0,210,0,1676,10870,3499,8824,1224,0,8824,0,0,107,95,12,2560,2522,38,5,2427,0,0
59,HEMPHILL COUNTY LIBRARY,CO,SO,Y,CO1,3825,3808,1,0,4.45,0.65,5.1,261186,0,0,0,261186,154509,52804,207313,15213,644,8402,24259,29614,261186,0,37610,5544,3522,1389,2796,0,2397,27613,1971,57890,13799,36691,21199,184,98,145,131,5,1771,1619,40,10,1284,1317,7781
6,ALLEN PUBLIC LIBRARY,CI,SO,Y,CO2,103383,102914,1,0,16.5,21.29,37.79,3260963,595,5557,18051,3285166,1920314,647869,2568183,214226,71827,60822,346875,370108,3285166,0,121462,5701,7148,1694,18215,0,3188,420635,52039,1466428,961729,70615,1395813,476,499,956,623,46,78454,58141,4735,22,24165,0,0
60,VAN ZANDT COUNTY LIBRARY,CO,SO,Y,CO2,19652,19563,1,0,3.15,0,3.15,139447,0,0,5935,145382,76530,35566,112096,11933,0,1107,13040,25239,150375,0,31978,26855,1015,3973,1200,166,1588,27944,3689,41096,14212,65,41031,0,0,199,92,19,3867,2336,131,12,4849,7166,0
61,CANYON AREA LIBRARY,CI,SO,Y,CO2,40569,40385,1,0,3,2.6,5.6,501140,0,0,3659,504799,212150,68774,280924,39658,16205,14875,70738,103350,455012,0,41828,16771,3076,4196,3037,0,2398,46793,7843,82854,48272,25974,56880,682,788,134,67,24,4458,3784,214,18,9653,6246,11633
62,TYE PRESTON MEMORIAL LIBRARY,LD,SO,Y,OTH,29285,29152,1,0,7,0.85,7.85,851685,2795,2979,83839,941298,293666,72562,366228,45360,22052,13325,80737,395618,842583,0,34828,8943,2285,3786,4437,2812,3097,70214,8159,136704,43138,16154,120550,290,1578,599,188,29,8734,4868,107,31,13100,9684,34317
63,DIMMIT COUNTY PUBLIC LIBRARY,CO,SO,Y,CO1,10308,10261,1,0,1,2,3,122930,0,0,12645,135575,83645,450,84095,12778,108,88,12974,24659,121728,0,26004,60020,337,0,630,0,2220,22840,6040,17418,4608,101,17317,3,2,71,20,11,866,700,56,20,6823,0,52
64,CARROLLTON PUBLIC LIBRARY,CI,MO,Y,CO2,164245,163501,1,1,13.5,22.25,35.75,3222526,0,0,18500,3241026,1560350,475516,2035866,296983,123298,43692,463973,774995,3274834,0,160211,109602,8318,27756,8856,0,4917,401949,99598,695853,326417,179348,516505,519,96,732,575,46,33667,30445,828,90,52915,0,726620
65,SAMMY BROWN LIBRARY,NP,SO,Y,CO1,23148,23043,1,0,1.58,5,6.58,622198,0,0,46312,668510,188213,171146,359359,21304,3500,10995,35799,73100,468258,5745,40254,18975,2616,5129,3502,178,2402,64536,9890,77983,14345,1268,76715,12,17,129,90,12,2933,2599,76,12,26940,10118,2871
66,CASTROVILLE PUBLIC LIBRARY,CI,SO,Y,CI1,3102,3088,1,0,1,2.5,3.5,186451,0,0,0,186451,92745,28669,121414,12044,1500,2044,15588,49449,186451,11705,12492,6200,722,1500,1891,300,2340,27180,3910,24288,10683,2559,21729,829,846,426,297,35,5300,3800,150,15,12599,0,0
67,CEDAR PARK PUBLIC LIBRARY,CI,SO,Y,CI1,76999,76650,1,0,8,12.5,20.5,1759591,0,513,47622,1807726,884487,255831,1140318,120898,104933,20284,246115,427667,1814100,0,112760,29969,8220,15512,8373,1878,3421,333287,30489,862307,428251,81353,780954,60,288,1175,865,44,50866,47615,382,44,40588,1022292,139098
68,FANNIE BROWN BOOTH MEMORIAL LIBRARY,NP,SO,Y,CI1,5278,5254,1,0,1.75,0,1.75,54000,0,0,41349,95349,-9,-9,-9,9091,2049,680,11820,-9,101728,0,14222,16751,754,1259,997,118,1715,11062,6792,20255,3180,2858,17397,19,24,99,52,6,980,763,52,7,4660,4207,0
7,ALPINE PUBLIC LIBRARY,NP,SO,Y,CO1,8129,8092,1,0,2.79,0.9,3.69,82000,0,2309,140920,225229,141026,19103,160129,9652,0,1539,11191,80016,251336,0,20856,0,752,0,1920,0,2115,45896,9530,83747,8366,0,83747,311,756,679,326,0,9528,6799,0,15,11696,15247,103300
