LIBID,LIBNAME,C_LEGBAS,C_ADMIN,C_FSCS,GEOCODE,POPU_LSA,POPU_UND,CENTLIB,BRANLIB,LIBRARIA,OTHPAID,TOTSTAFF,LOCGVT,STGVT,FEDGVT,OTHINCM,TOTINCM,SALARIES,BENEFIT,STAFFEXP,PRMATEXP,ELMATEXP,OTHMATEX,TOTEXPCO,OTHOPEXP,TOTOPEXP,CAPITAL,BKVOL,EBOOK,AUDIO_PH,AUDIO_DL,VIDEO_PH,VIDEO_DL,HRS_OPEN,VISITS,REGBOR,TOTCIR,KIDCIRCL,ELMATCIR,PHYSCIR,LOANTO,LOANFM,TOTPRO,KIDPRO,YAPRO,TOTATTEN,KIDATTEN,YAATTEN,GPTERMS,PITUSR,WIFISESS,WEBVISIT
MI0140-002,HARBOR BEACH AREA DISTRICT LIBRARY,LD,SO,Y,OTH,6119,6119,1,0,2.7,2.5,5.2,551828,4689,0,0,556517,208027,55575,263602,15250,1761,9192,26203,238824,528629,47144,18190,16451,783,4218,2688,0,2440,15889,1679,42125,11235,2761,39364,1380,2630,141,30,0,2264,547,0,10,3853,16495,0
MI0141-002,HARPER WOODS PUBLIC LIBRARY,CI,SO,Y,CI1,14236,14236,1,0,3.8,3.28,7.08,447202,10440,0,21996,479638,249687,70380,320067,17189,3942,5518,26649,97838,444554,0,41258,11326,3132,2699,3250,32,2184,36551,7450,35504,10873,5424,30080,9192,4916,188,116,20,1510,752,92,30,12464,15854,37784
MI0142-002,HARRISON DISTRICT LIBRARY,LD,SO,Y,OTH,12920,12920,1,0,2.6,1.5,4.1,285322,9425,0,18375,313122,122000,9000,131000,21950,1350,4450,27750,154372,313122,0,28857,8257,788,3395,1004,0,2340,54776,5532,27333,6839,2084,25249,2355,3001,300,203,32,9255,7866,371,25,9858,8473,38187
MI0143-002,HART AREA PUBLIC LIBRARY,LD,SO,Y,OTH,8133,8133,1,0,3.38,1.38,4.76,350286,5964,0,6965,363215,141772,13432,155204,25757,6021,13835,45613,109159,309976,99971,24154,16907,3820,10414,1546,137,2607,62200,5587,96784,29310,8853,87931,2268,2178,225,127,22,4294,2582,593,14,17123,4775,17237
MI0144-002,HARTFORD PUBLIC LIBRARY,LD,SO,Y,OTH,6582,6582,1,0,1,2.78,3.78,186369,4866,0,40926,232161,118108,8998,127106,15042,4767,7120,26929,78126,232161,4692,55000,176,1300,0,1600,0,2340,29587,3280,34408,17102,628,33780,1379,2096,137,115,12,4981,4798,68,16,11456,485,15045
MI0145-002,HASTINGS PUBLIC LIBRARY,CI,SO,Y,OTH,13233,13233,1,0,7.8,0.63,8.43,664480,12139,0,83241,759860,238226,110866,349092,22437,9656,6279,38372,310095,697559,0,38544,327556,2848,86067,4913,41578,2957,98467,7606,72783,26605,15254,57529,4021,4643,706,382,20,7905,4359,263,19,11327,18223,39586
MI0146-002,HAZEL PARK MEMORIAL DISTRICT LIBRARY,CI,SO,Y,CI1,16422,16422,1,0,3.15,4.35,7.5,503058,18769,0,27021,548848,256528,78529,335057,25815,5452,2175,33442,131707,500206,6869,73496,16254,3149,5346,4330,759,2288,115769,4503,43214,14677,5452,37762,16986,7847,305,79,44,7047,2268,682,23,19398,1666,7864
MI0147-002,ALDEN DISTRICT LIBRARY,LD,SO,Y,OTH,1285,1285,1,0,1,1.2,2.2,142666,985,0,8893,152544,68109,5211,73320,11287,2371,2053,15711,48757,137788,0,12964,15819,1038,37657,1666,199,2344,16770,1804,14882,2197,1196,13686,534,553,211,7,0,3268,39,0,14,3828,797,3118
MI0148-002,HENIKA DISTRICT LIBRARY,LD,SO,Y,OTH,7135,7135,1,0,3,1.9,4.9,331283,5232,0,11724,348239,161359,27430,188789,18893,2000,9446,30339,95581,314709,12000,15945,7802,1187,3134,2804,0,2652,50280,2122,49941,29404,3649,46292,3111,3269,273,186,23,8147,6156,263,16,4598,16379,-1
MI0149-003,ALMONT DISTRICT LIBRARY,LD,SO,Y,OTH,6583,6583,1,0,4.5,1.53,6.03,313664,4827,0,12977,331468,166469,60356,226825,20612,1500,5813,27925,69303,324053,1698,30263,18313,1987,0,2770,0,2652,28600,2974,31183,12481,3433,27750,2479,3152,63,57,0,1481,1286,0,12,3410,5500,31786
MI0150-002,HERRICK DISTRICT LIBRARY,LD,MO,Y,OTH,102423,102423,1,1,14.01,37.62,51.63,6280152,288311,25911,0,6594374,2302057,938177,3240234,234949,384263,76609,695821,1103761,5039816,599345,230478,96519,24589,58377,24385,8597,5747,794589,47279,1291356,448541,233452,1057904,26793,42987,1082,620,180,37230,24493,3669,114,60879,67580,794111
MI0151-002,HESPERIA COMMUNITY LIBRARY,LD,SO,Y,OTH,5933,5933,1,0,0.75,3.25,4,157575,4546,0,49991,212112,112420,8485,120905,27893,4990,6215,39098,84456,244459,0,26753,7364,1569,2929,1272,0,2448,22844,1233,37134,12606,2109,35025,2919,2188,83,73,6,645,530,38,24,9074,21005,51765
MI0152-002,HIGHLAND TOWNSHIP PUBLIC LIBRARY,CI,SO,Y,CI1,19202,19202,1,0,6.25,7.2,13.45,942379,14081,0,105921,1062381,511176,89117,600293,53544,20766,18696,93006,307195,1000494,51325,76974,45326,5384,11253,7801,815,2698,81220,7741,153501,49607,18418,135083,15620,14931,393,224,43,6728,2781,505,38,14269,7851,0
MI0153-002,HOLLY TOWNSHIP LIBRARY,CI,SO,Y,OTH,23088,23088,1,0,3.85,3.85,7.7,352032,17690,0,5093,374815,226129,0,226129,18033,6000,6420,30453,45519,302101,11961,35366,12000,2586,1700,2332,0,2751,60503,4961,65148,15691,12780,52368,3015,4415,148,82,27,3563,2791,264,16,8350,1206,19021
MI0154-002,HOME TOWNSHIP LIBRARY,CI,SO,Y,OTH,4220,4220,1,0,1.6,0.08,1.68,87203,3233,2649,27885,120970,-9,-9,-9,7121,4974,1806,13901,-9,107333,1594,14890,8855,738,19533,1051,400,1608,16500,896,12205,3630,1531,10674,2216,1164,64,42,6,625,316,94,9,2215,374,9703
MI0155-002,HOMER PUBLIC LIBRARY,CI,SO,Y,OTH,3926,3926,1,0,2.18,0.65,2.83,152181,2879,0,8690,163750,81909,23440,105349,36693,0,3025,39718,74595,219662,0,29868,15000,873,0,1071,0,2185,35736,4551,39828,16819,2500,37328,2013,2257,576,415,61,5943,4239,411,13,8966,12381,7933
MI0157-002,HOPKINS DISTRICT LIBRARY,CI,SO,Y,OTH,4610,4610,1,0,0.63,0.93,1.56,122638,4904,0,5968,133510,-9,-9,-9,2986,1981,2502,7469,-9,102443,3785,25299,23142,428,3136,789,0,1886,26211,938,69385,14282,38280,31105,1648,1755,334,102,46,8213,1581,518,8,5511,1264,6228
MI0158-002,HOUGHTON LAKE PUBLIC LIBRARY,LD,SO,Y,SD1,15322,15322,1,0,2,5,7,656700,12281,0,20744,689725,275256,78424,353680,27642,8931,21774,58347,157389,569416,71437,30446,14150,2317,3822,4199,80,2337,61646,7170,50588,8466,7568,43020,4778,2808,243,118,0,4572,3401,0,21,12035,21676,61729
MI0159-002,HOWE MEMORIAL LIBRARY,CI,SO,Y,OTH,5531,5531,1,0,1.65,0.08,1.73,93280,4056,0,31789,129125,-9,-9,-9,3735,664,200,4599,-9,95613,74130,19481,5806,1889,2631,1590,0,1716,7554,3025,7546,1003,276,7270,1418,1818,247,60,8,2695,457,15,7,928,320,1400
MI0160-002,HOWELL CARNEGIE DISTRICT LIBRARY,LD,SO,Y,SD1,52529,52529,1,0,4.25,19.71,23.96,2761140,42103,1997,135518,2940758,1004542,304816,1309358,147693,121858,78189,347740,527009,2184107,209450,108794,85944,12718,40204,24617,1187,2840,144222,27160,470539,176778,110496,360043,10318,10911,1028,647,161,23864,19856,682,56,18551,46384,112565
MI0161-002,HUDSON CARNEGIE DISTRICT LIBRARY,CI,SO,Y,OTH,5107,5107,1,0,1,1.13,2.13,132723,3913,0,12020,148656,58239,7800,66039,11567,1782,0,13349,63634,143022,0,40521,13000,674,3000,871,0,2080,11982,1450,16993,3966,722,16271,314,249,189,120,10,3047,2326,140,6,3209,1091,6224
MI0162-002,GARY BYKER MEMORIAL LIBRARY OF HUDSONVILLE,CI,SO,Y,OTH,10983,10983,1,0,2.15,3.85,6,401049,8803,4451,28316,442619,217528,41174,258702,25684,3653,1679,31016,109017,398735,41890,49398,8127,4998,11164,4904,0,2337,61973,3602,120545,58187,12045,108500,8541,7496,297,152,35,6939,5314,539,19,4595,12957,34258
MI0163-002,HUNTINGTON WOODS PUBLIC LIBRARY,CI,SO,Y,OTH,8764,8764,1,0,2.7,5.6,8.3,511537,7029,0,51885,570451,264847,135376,400223,31627,27697,7180,66504,103724,570451,35217,41140,25427,2665,7271,2392,1016,2652,74590,4445,80264,25148,17394,62870,22526,10851,153,49,10,2511,1225,36,10,4424,725,750
MI0165-002,RUTH HUGHES MEMORIAL DISTRICT LIBRARY,LD,MO,Y,OTH,11480,11480,1,1,4,2.5,6.5,482215,8418,0,28125,518758,243027,16560,259587,16763,8200,7107,32070,144370,436027,0,40195,303564,2534,359232,4950,40700,3588,45344,5574,66968,26250,6393,60575,4527,9403,190,140,10,4444,4009,131,19,7610,3912,15097
MI0166-002,CLARKSTON INDEPENDENCE DISTRICT LIBRARY,LD,SO,Y,CI1,35563,35563,1,0,10.11,12.28,22.39,1963121,26079,0,41030,2030230,910097,214672,1124769,154000,60000,40000,254000,374488,1753257,65165,86308,28954,10474,11530,13299,1860,3158,144565,13792,370654,186290,48027,322627,5267,5203,686,416,91,21757,17773,1476,52,11351,42236,76096
MI0167-002,INDIAN RIVER AREA LIBRARY,CI,SO,Y,OTH,3038,3038,1,0,1.78,0,1.78,89593,0,0,31544,121137,-9,-9,-9,14015,2000,1190,17205,-9,109835,119655,32989,24135,1050,4243,2476,137,1820,11300,2979,14754,3778,1601,13153,387,687,189,93,22,1363,563,224,5,4100,3200,6568
MI0168-002,CARO AREA DISTRICT LIBRARY,LD,SO,Y,SD1,11833,11833,1,0,2,6.65,8.65,478492,8677,1122,27564,515855,270844,53037,323881,28124,10971,8835,47930,139827,511638,6208,48835,8257,1453,3395,4621,0,3267,241682,6146,46906,15122,4675,42231,6780,3318,293,73,45,5628,1781,620,21,10381,12240,18275
MI0170-002,INTERLOCHEN PUBLIC LIBRARY,CI,SO,Y,CI1,5784,5784,1,0,1,2.15,3.15,197671,4242,0,22099,224012,142517,0,142517,12904,0,2511,15415,50324,208256,2645822,24624,0,2418,0,2177,0,2808,54496,64163,58473,21481,0,58473,8935,21197,338,143,17,8107,3047,220,12,6062,10841,0
MI0171-002,IOSCO-ARENAC DISTRICT LIBRARY,LD,MA,Y,MC1,41786,41786,0,8,4,4,8,1088017,51078,0,45917,1185012,324321,92838,417159,134533,20020,14336,168889,636081,1222129,97478,109653,14209,4959,4111,0,0,17086,110683,13750,115252,21981,20760,94492,11040,10749,138,107,0,5536,4505,0,63,19362,60252,76265
MI0172-002,IRONWOOD CARNEGIE LIBRARY,CI,SO,Y,OTH,5713,5713,1,0,1,0.93,1.93,127750,4377,0,36035,168162,-9,-9,-9,16270,1150,2257,19677,-9,138999,6478,30052,8543,1063,3883,1312,285,1770,17500,2177,23269,4722,3043,20226,1953,1349,118,77,10,2969,2596,149,8,2213,3400,9664
MI0173-002,ISHPEMING CARNEGIE PUBLIC LIBRARY,CI,SO,Y,OTH,13600,13600,1,0,2.68,0.5,3.18,366286,9973,0,9926,386185,144323,123458,267781,17593,1750,4744,24087,47991,339859,12304,42780,8012,1611,3347,1492,285,2184,36348,4623,50782,18575,5847,44935,2356,6531,208,140,35,5065,4563,320,16,6489,6341,-1
MI0174-002,J. C. WHEELER PUBLIC LIBRARY,CI,SO,Y,OTH,6443,6443,1,0,0.8,0.85,1.65,30355,5987,0,30541,66883,-9,-9,-9,6462,0,4283,10745,-9,71595,3998,16519,16601,291,3360,925,290,1646,10650,3187,14560,5422,2513,12047,2051,3608,138,67,28,2585,1370,731,6,620,2080,9746
MI0175-003,JACKSON DISTRICT LIBRARY,LD,MO,Y,CO1,160248,160248,1,12,24.7,72.05,96.75,8606573,151303,0,405119,9162995,3646759,1197862,4844621,361174,476876,215880,1053930,1611853,7510404,242411,369604,74469,32170,44894,50111,8868,24171,542449,60355,1726605,292093,174531,1552074,25913,27655,3293,1827,79,83505,56786,1674,189,142882,46138,714886
MI0176-002,JACQUELIN E. OPPERMAN MEMORIAL LIBRARY,SD,SO,Y,OTH,4080,4080,1,0,0.88,0.28,1.16,21311,3126,0,21567,46004,-9,-9,-9,2667,1367,921,4955,-9,47205,0,21730,21951,217,4315,2233,0,1595,9300,1071,9534,345,309,9225,501,792,5,3,1,51,40,5,8,1185,225,7071
MI0177-002,FRANKENMUTH JAMES E. WICKSON DISTRICT LIBRARY,LD,SO,Y,OTH,7824,7824,1,0,4.83,0.8,5.63,340931,7171,0,78676,426778,174333,30404,204737,19872,7848,4754,32474,109147,346358,11329,36725,14167,1283,3986,1104,0,3210,131100,5309,90590,27440,11462,79128,2344,2631,317,160,31,9824,5189,618,18,11888,10367,18992
MI0178-002,JONESVILLE DISTRICT LIBRARY,LD,SO,Y,OTH,5210,5210,1,0,3.38,0.15,3.53,138774,3821,0,30765,173360,86539,7213,93752,12109,2819,4036,18964,50863,163579,0,25512,1527,1769,742,2700,0,2332,13724,803,33895,11766,2443,31452,1162,1452,116,79,10,2150,1734,74,5,2110,932,10877
MI0179-002,JORDAN VALLEY DISTRICT LIBRARY,LD,SO,Y,SD2,6997,6997,1,0,1,3.45,4.45,355857,5361,0,11532,372750,143787,51374,195161,22953,12439,4283,39675,90121,324957,0,30322,32826,2307,3192,2497,225,2808,15363,4173,39351,5614,3689,35662,3307,3689,272,59,211,3240,632,2580,32,3192,0,2178
MI0180-002,KALAMAZOO PUBLIC LIBRARY,LD,MO,Y,SD2,116445,116445,1,4,19.5,103.5,123,11352168,466587,0,151506,11970261,5398235,2571454,7969689,574882,150166,457104,1182152,2458781,11610622,452326,444013,383526,23237,111282,86711,37203,11491,543755,56076,1740657,352308,222261,1518396,17700,14863,2045,1387,244,61394,42873,7991,119,108430,29917,574622
MI0181-002,KALKASKA COUNTY LIBRARY,CO,SO,Y,CO1,17153,17153,1,0,1.9,4.13,6.03,280950,9851,0,23631,314432,170914,12359,183273,18842,4000,5715,28557,92498,304328,11109,32884,26686,1447,3241,1406,134,2614,29300,4456,40707,12688,7075,33632,2896,2505,304,122,36,6436,3672,598,10,7654,7295,13026
MI0182-002,KENT DISTRICT LIBRARY,LD,MA,Y,OTH,395660,395660,0,18,64.8,164.63,229.43,22019425,863786,0,1461817,24345028,11058964,2871016,13929980,1360193,1510561,980029,3850783,4942193,22722956,500225,746928,143251,74113,190335,87749,19138,46849,2702377,163780,7709526,2552109,922839,6786687,31407,32562,5057,3261,398,173223,101493,7807,275,375297,846525,1394544
MI0184-002,L`ANSE AREA SCHOOL-PUBLIC LIBRARY,SD,SO,Y,CO2,9533,9533,1,0,0.45,0.25,0.7,64564,1981,0,2738,69283,-9,-9,-9,4088,1642,592,6322,-9,69366,8166,22663,8466,1057,3967,926,265,1276,4983,1573,6865,1724,902,5963,232,187,30,11,0,517,276,0,20,1086,75,1612
MI0186-002,LAINGSBURG PUBLIC LIBRARY,CI,SO,Y,OTH,9555,9555,1,0,1,0.63,1.63,71948,7658,0,10000,89606,-9,-9,-9,5700,2000,2596,10296,-9,88014,2000,20000,18551,660,2240,2087,181,2080,29000,5350,44075,11500,5475,38600,2000,2029,63,49,0,602,422,0,7,6200,1000,2000
MI0187-002,LAKE LINDEN-HUBBELL SCHOOL PUBLIC LIBRARY,SD,SO,Y,SD1,3730,3730,1,0,0.5,0.75,1.25,41654,1596,0,0,43250,-9,-9,-9,3978,5323,691,9992,-9,43895,0,14826,8543,46,3883,194,285,2019,10125,1194,7266,4099,867,6399,218,141,4,1,1,63,24,7,16,1187,25,1299
MI0188-002,LAKE ODESSA COMMUNITY LIBRARY,LD,SO,Y,OTH,4168,4168,1,0,0.9,2.75,3.65,289713,3056,0,28012,320781,120640,10000,130640,16905,4111,7350,28366,113988,272994,0,29536,7910,2382,3163,3631,0,1939,18200,2771,39577,17884,3043,36534,3991,1670,209,31,50,3090,1185,584,23,5741,7259,14400
MI0190-002,LAPEER DISTRICT LIBRARY,LD,MA,Y,OTH,60006,60006,1,6,12.58,7.88,20.46,1749417,41705,0,139810,1930932,882399,361255,1243654,107010,25382,24037,156429,483216,1883299,47636,85656,15823,3839,5194,6268,713,9771,123611,19636,165494,51837,21836,143658,13915,23547,1338,711,44,25774,12519,320,38,16998,41922,91744
MI0191-002,LAWRENCE MEMORIAL PUBLIC LIBRARY,CI,SO,Y,OTH,2735,2735,1,0,0.15,0.03,0.18,17584,2851,0,7003,27438,-9,-9,-9,4453,0,3053,7506,-9,23807,959,13206,0,644,0,2237,0,1110,3596,623,3073,1395,0,3073,0,0,49,38,7,534,441,16,2,359,2260,0
MI0192-002,LAWTON PUBLIC LIBRARY,CI,SO,Y,CI1,1900,1900,1,0,1.75,0.95,2.7,121891,1800,0,2075,125766,71580,21580,93160,21931,4058,2740,28729,19126,141015,7500,25863,9852,359,2386,1473,302,1976,13553,2440,17071,4934,4295,12776,934,1062,100,59,17,1128,829,88,7,2275,2032,12920
MI0193-002,LEELANAU TOWNSHIP LIBRARY,CI,SO,Y,CI1,2027,2027,1,0,1,0.73,1.73,134459,1486,0,11763,147708,-9,-9,-9,12224,2000,4885,19109,-9,145522,0,16093,21486,2132,11707,2820,134,1820,19689,2827,29307,5651,2366,26941,830,1138,98,67,0,1861,1169,0,8,2750,8224,15446
MI0194-002,LELAND TOWNSHIP PUBLIC LIBRARY,CI,SO,Y,OTH,5857,5857,1,0,2.4,0.18,2.58,184046,3539,0,61473,249058,87844,22939,110783,16265,2642,7772,26679,41112,178574,12825,21612,24028,2830,7700,5755,133,2080,29485,4691,35488,11160,5513,29975,2618,3052,108,55,2,2355,1412,116,10,2932,4994,7727
MI0195-002,LENAWEE DISTRICT LIBRARY,CO,MO,Y,OTH,40771,40771,1,5,11.25,0.9,12.15,1093756,29898,0,60331,1183985,439314,113219,552533,80293,32139,11389,123821,241074,917428,51946,118149,347232,2686,314314,5451,15160,9403,117500,6429,163421,51111,16567,146854,8984,11055,827,302,63,20060,14781,642,30,11683,8602,10000
MI0196-002,LENOX TOWNSHIP LIBRARY,CI,SO,Y,CI1,10470,10470,1,0,3.13,2.65,5.78,365959,11833,0,9113,386905,205525,43147,248672,12694,5563,7015,25272,64506,338450,333056,24947,1622,1458,0,3069,0,2562,21213,4009,27309,7806,1622,25687,3595,2521,271,160,22,3073,2469,110,14,4018,0,0
MI0197-002,LEROY COMMUNITY LIBRARY,LD,SO,Y,OTH,2835,2835,1,0,0.65,0,0.65,15668,1171,0,5750,22589,-9,-9,-9,4164,0,612,4776,-9,26074,3800,20500,25,45,8450,210,0,1352,4384,880,12444,6792,300,12144,75,180,11,10,0,88,80,0,5,1400,500,0
MI0198-002,LINCOLN TOWNSHIP PUBLIC LIBRARY,CI,SO,Y,OTH,22258,22258,1,0,5,9.93,14.93,1170720,17055,1019,66054,1254848,535207,54970,590177,60227,13276,13151,86654,149446,826277,107518,85170,17074,8639,3754,5138,668,2904,115000,6383,406243,104898,212993,193250,1964,3438,451,215,70,10949,8709,645,38,15020,28600,142354
MI0199-002,LITCHFIELD DISTRICT LIBRARY,LD,SO,Y,OTH,2372,2372,1,0,1.58,0,1.58,118215,0,0,45904,164119,-9,-9,-9,1896,0,140,2036,-9,57862,26989,18413,0,887,12506,1252,0,1584,10551,1262,26577,2936,13453,13124,254,336,75,64,2,1643,1481,10,5,897,2543,2543
MI0200-002,LIVONIA PUBLIC LIBRARY,CI,MO,Y,CI1,96942,96942,1,3,15,17.55,32.55,3665523,70059,0,120351,3855933,1728933,703887,2432820,277336,48593,39000,364929,543377,3341126,74268,218703,6466,17963,10778,17628,759,6322,286366,29877,403709,124847,68592,335117,48553,47587,790,491,118,30059,23191,2682,57,29400,48216,3650916
MI0201-002,LOUTIT DISTRICT LIBRARY,LD,SO,Y,SD2,35540,35540,1,0,9.8,12.75,22.55,2436480,28486,0,90516,2555482,968960,349582,1318542,92218,71362,28345,191925,505830,2016297,168601,117092,36147,13111,13338,9403,0,3429,172991,22460,503805,130305,71751,432054,16708,12182,645,249,62,21879,11934,549,64,20327,315889,85000
MI0203-002,LUTHER AREA PUBLIC LIBRARY,LD,SO,Y,OTH,4141,4141,1,0,0.88,0.3,1.18,74445,3037,0,2964,80446,-9,-9,-9,5611,5381,350,11342,-9,76262,1200,15138,33908,553,8450,3580,125,1820,7644,1702,6076,1231,95,5981,92,15,80,58,0,848,450,0,13,1088,2318,711
MI0204-002,LYON TOWNSHIP PUBLIC LIBRARY,CI,SO,Y,CI1,14545,14545,1,0,3,5.5,8.5,1003650,10666,0,24331,1038647,363100,95025,458125,78333,18752,17619,114704,450317,1023146,0,44025,351407,1757,84976,5474,16929,3300,52985,5683,127455,61975,18726,108729,14595,13193,287,139,21,8032,5299,413,14,6494,2276,59278
MI0205-002,LYONS TOWNSHIP DISTRICT LIBRARY,LD,SO,Y,OTH,3667,3667,1,0,0.95,1.48,2.43,140762,2939,0,3238,146939,68755,0,68755,3557,199,1253,5009,55457,129221,14459,15050,0,414,0,1935,0,1716,3511,552,5267,1274,0,5267,767,1039,17,9,1,550,432,0,5,440,1300,3172
MI0206-002,M. ALICE CHAPIN MEMORIAL LIBRARY,CI,SO,Y,OTH,4197,4197,1,0,0.83,0.55,1.38,41258,3078,0,10899,55235,-9,-9,-9,4625,224,0,4849,-9,58828,0,21911,0,780,0,205,0,1898,12499,3340,8492,2395,0,8492,56,433,12,4,0,539,379,0,8,2900,3350,13301
MI0207-002,MACKINAC ISLAND PUBLIC LIBRARY,CI,SO,Y,CI1,492,492,1,0,1,0.75,1.75,47005,360,0,41151,88516,-9,-9,-9,7672,300,2911,10883,-9,78161,18282,14503,8249,255,3530,733,264,1870,20596,1266,3849,730,458,3391,2,0,13,3,0,714,121,0,4,1120,3186,3598
MI0208-002,MACKINAW AREA PUBLIC LIBRARY,LD,MO,Y,OTH,5068,5068,1,2,3.33,0.2,3.53,152357,3883,0,48072,204312,113228,3498,116726,25687,3365,2816,31868,37854,186448,6774,46000,24476,1642,4355,5715,137,3132,25344,2775,31188,7144,3472,27716,6550,3764,348,175,0,3191,1995,0,6,1608,2565,11524
MI0210-002,MADISON HEIGHTS PUBLIC LIBRARY,CI,SO,Y,CI1,29694,29694,1,0,3.38,3.89,7.27,654037,23801,0,11303,689141,361679,101395,463074,55713,24065,4242,84020,36120,583214,0,68994,43703,2659,12539,5975,761,2747,97409,5611,101719,33041,13588,88131,14952,12656,214,64,2,5589,1323,37,22,27926,5153,12404
MI0211-002,MANCELONA TOWNSHIP LIBRARY,CI,SO,Y,OTH,4968,4968,1,0,0.88,0.5,1.38,81876,1808,0,2138,85822,-9,-9,-9,5431,262,501,6194,-9,60629,3807,14582,0,371,8450,949,0,2120,10028,3066,7630,1477,16,7614,35,96,38,38,0,195,195,0,11,2258,1025,-1
MI0212-002,MANCHESTER DISTRICT LIBRARY,LD,SO,Y,OTH,7312,7312,1,0,1.55,2.88,4.43,411115,5362,0,14965,431442,159101,8300,167401,24200,3789,7696,35685,126697,329783,0,27303,20314,1248,0,4322,0,2704,26472,2431,48168,14232,5376,42792,8706,7695,250,92,12,2972,1259,29,11,5822,14987,71105
MI0213-002,MANISTEE COUNTY LIBRARY,CO,MO,Y,CO2,22995,22995,1,5,4.81,9.41,14.22,1386251,21289,0,22457,1429997,519034,215109,734143,56843,33583,25136,115562,239498,1089203,78242,85161,24908,7688,11053,12512,2319,9104,77369,9147,141353,25855,19419,121934,4352,5486,539,297,12,6793,4931,59,56,12597,17062,49617
MI0214-002,MANISTIQUE SCHOOL & PUBLIC LIBRARY,SD,SO,Y,SD2,8344,8344,1,0,1.98,0,1.98,68704,6393,0,113362,188459,-9,-9,-9,11901,1550,4736,18187,-9,174535,0,30867,6738,404,3294,370,285,2600,44896,3050,36573,14976,4109,32464,399,420,67,36,9,1705,1114,250,38,2345,2564,4239
MI0215-002,MAPLE RAPIDS PUBLIC LIBRARY,CI,SO,Y,OTH,3115,3115,1,0,0.85,0.03,0.88,26119,2284,0,6571,34974,-9,-9,-9,3724,0,1563,5287,-9,40081,0,8193,0,122,0,1133,0,1233,5104,2126,7460,2305,0,7460,48,816,8,8,0,68,68,0,4,297,137,0
MI0216-002,MARCELLUS TOWNSHIP WOOD MEMORIAL LIBRARY,CI,SO,Y,OTH,4101,4101,1,0,0.95,1.5,2.45,186040,3142,0,20643,209825,95885,10600,106485,11279,3410,3393,18082,25154,149721,20924,25582,12476,429,2487,3009,245,2444,28989,2719,16935,6317,1968,14967,769,675,103,42,5,2490,1252,20,6,4101,4781,6497
MI0217-002,MARLETTE DISTRICT LIBRARY,LD,SO,Y,OTH,5241,5241,1,0,2.1,0,2.1,41525,3843,0,22977,68345,50467,3796,54263,11038,0,1913,12951,46052,113266,0,19727,8492,921,3514,1154,0,2240,25250,2752,32517,7791,2177,30340,1364,2040,25,14,0,464,354,0,7,5137,11064,-1
MI0218-002,MARSHALL DISTRICT LIBRARY,LD,SO,Y,OTH,14948,14948,1,0,5,9.5,14.5,950046,11454,0,50993,1012493,617051,128848,745899,45875,4255,10892,61022,182372,989293,3870,46424,9844,3868,3975,7113,0,2840,119968,6351,122425,37144,10891,111534,5819,6329,771,460,145,9446,5722,2039,29,49380,37000,58194
MI0220-002,MAUD PRESTON PALENSKE MEMORIAL LIBRARY,CI,SO,Y,OTH,18393,18393,1,0,9.78,2.3,12.08,678901,18821,0,115457,813179,378406,98842,477248,43229,19579,6021,68829,178187,724264,29571,89167,1678,5281,496,3093,1,2700,95353,5815,145717,49469,19044,126673,4275,4225,396,144,17,13195,6912,499,27,11792,15000,164712
MI0221-002,MAYVILLE DISTRICT PUBLIC LIBRARY,LD,SO,Y,OTH,5160,5160,1,0,1,2.05,3.05,120078,3954,0,15428,139460,78349,5994,84343,13900,992,4780,19672,36009,140024,0,23138,14116,1609,3978,2893,0,2346,22354,2984,44837,15367,2308,42529,1351,1592,83,36,0,2677,1156,0,11,2903,9760,63824
MI0223-002,CHELSEA DISTRICT LIBRARY,LD,SO,Y,OTH,15010,15010,1,0,9,11.38,20.38,1698317,71128,0,107761,1877206,1029907,44218,1074125,64611,45545,36888,147044,540921,1762090,111680,47925,46292,5961,10592,7096,1445,3192,165071,8300,281313,109007,27808,253505,16596,75475,583,282,53,20432,11695,2722,60,14421,76534,70422
MI0224-002,MCMILLAN TOWNSHIP LIBRARY,CI,SO,Y,OTH,2440,2440,1,0,0.58,0,0.58,46621,1789,0,1000,49410,-9,-9,-9,3492,1500,1137,6129,-9,64419,0,16850,8012,530,3347,0,285,1196,7830,330,4412,1270,510,3902,10,4,0,0,0,0,0,0,3,950,658,187
MI0225-002,MENDON TOWNSHIP LIBRARY,CI,SO,Y,OTH,4730,4730,1,0,0.8,0.75,1.55,119711,3904,0,0,123615,-9,-9,-9,10015,0,3738,13753,-9,79210,1046,33307,0,713,0,1859,0,1820,6489,3556,10205,2440,0,10205,43,501,155,37,0,801,452,0,6,785,0,-1
MI0226-002,MENOMINEE COUNTY LIBRARY,CO,MO,Y,OTH,14384,14384,1,1,3,2.13,5.13,314911,15770,0,7065,337746,184775,78642,263417,22299,750,2350,25399,39016,327832,8783,48124,8761,1679,4006,2299,285,3688,74676,3804,83652,31627,3042,80610,2354,3300,412,289,8,7533,4696,109,11,5141,8930,18773
